Win32_Process: System Idle Process (Handle = "0")
Win32_Process: System (Handle = "4")
Win32_Process: smss.exe (Handle = "396")
Win32_Process: csrss.exe (Handle = "588")
Win32_Process: wininit.exe (Handle = "732")
Win32_Process: services.exe (Handle = "784")
Win32_Process: lsass.exe (Handle = "792")
Win32_Process: svchost.exe (Handle = "896")
Win32_Process: svchost.exe (Handle = "920")
Win32_Process: fontdrvhost.exe (Handle = "944")
Win32_Process: svchost.exe (Handle = "620")
Win32_Process: svchost.exe (Handle = "704")
Win32_Process: svchost.exe (Handle = "1156")
Win32_Process: svchost.exe (Handle = "1164")
Win32_Process: svchost.exe (Handle = "1232")
Win32_Process: svchost.exe (Handle = "1340")
Win32_Process: svchost.exe (Handle = "1448")
Win32_Process: svchost.exe (Handle = "1460")
Win32_Process: WUDFHost.exe (Handle = "1520")
Win32_Process: svchost.exe (Handle = "1556")
Win32_Process: svchost.exe (Handle = "1580")
Win32_Process: svchost.exe (Handle = "1588")
Win32_Process: svchost.exe (Handle = "1648")
Win32_Process: svchost.exe (Handle = "1720")
Win32_Process: igfxCUIService.exe (Handle = "1744")
Win32_Process: svchost.exe (Handle = "1780")
Win32_Process: svchost.exe (Handle = "1788")
Win32_Process: svchost.exe (Handle = "1864")
Win32_Process: svchost.exe (Handle = "1904")
Win32_Process: svchost.exe (Handle = "1936")
Win32_Process: svchost.exe (Handle = "1948")
Win32_Process: svchost.exe (Handle = "2032")
Win32_Process: svchost.exe (Handle = "2040")
Win32_Process: svchost.exe (Handle = "1032")
Win32_Process: svchost.exe (Handle = "1072")
Win32_Process: svchost.exe (Handle = "2064")
Win32_Process: svchost.exe (Handle = "2116")
Win32_Process: svchost.exe (Handle = "2248")
Win32_Process: svchost.exe (Handle = "2312")
Win32_Process: svchost.exe (Handle = "2348")
Win32_Process: svchost.exe (Handle = "2492")
Win32_Process: svchost.exe (Handle = "2704")
Win32_Process: svchost.exe (Handle = "2744")
Win32_Process: spoolsv.exe (Handle = "2792")
Win32_Process: svchost.exe (Handle = "2836")
Win32_Process: mDNSResponder.exe (Handle = "3032")
Win32_Process: Agent.exe (Handle = "3052")
Win32_Process: HeciServer.exe (Handle = "3060")
Win32_Process: LenovoWiFiHotspotSvr.exe (Handle = "3068")
Win32_Process: CxAudMsg64.exe (Handle = "1840")
Win32_Process: svchost.exe (Handle = "2612")
Win32_Process: svchost.exe (Handle = "2620")
Win32_Process: NVDisplay.Container.exe (Handle = "2152")
Win32_Process: armsvc.exe (Handle = "2592")
Win32_Process: svchost.exe (Handle = "2916")
Win32_Process: svchost.exe (Handle = "3084")
Win32_Process: svchost.exe (Handle = "3124")
Win32_Process: svchost.exe (Handle = "3132")
Win32_Process: inetinfo.exe (Handle = "3168")
Win32_Process: svchost.exe (Handle = "3188")
Win32_Process: svchost.exe (Handle = "3196")
Win32_Process: SecurityHealthService.exe (Handle = "3216")
Win32_Process: sqlbrowser.exe (Handle = "3236")
Win32_Process: SynTPEnhService.exe (Handle = "3244")
Win32_Process: svchost.exe (Handle = "3264")
Win32_Process: sqlwriter.exe (Handle = "3284")
Win32_Process: svchost.exe (Handle = "3456")
Win32_Process: svchost.exe (Handle = "3464")
Win32_Process: svchost.exe (Handle = "3472")
Win32_Process: svchost.exe (Handle = "3480")
Win32_Process: svchost.exe (Handle = "3760")
Win32_Process: svchost.exe (Handle = "3844")
Win32_Process: dasHost.exe (Handle = "3924")
Win32_Process: Memory Compression (Handle = "2948")
Win32_Process: svchost.exe (Handle = "4276")
Win32_Process: svchost.exe (Handle = "4740")
Win32_Process: svchost.exe (Handle = "5076")
Win32_Process: svchost.exe (Handle = "5112")
Win32_Process: svchost.exe (Handle = "5372")
Win32_Process: sqlceip.exe (Handle = "5604")
Win32_Process: daemonu.exe (Handle = "5684")
Win32_Process: sqlceip.exe (Handle = "5704")
Win32_Process: vds.exe (Handle = "5984")
Win32_Process: svchost.exe (Handle = "5896")
Win32_Process: svchost.exe (Handle = "3556")
Win32_Process: PresentationFontCache.exe (Handle = "3792")
Win32_Process: svchost.exe (Handle = "6524")
Win32_Process: svchost.exe (Handle = "6684")
Win32_Process: svchost.exe (Handle = "6720")
Win32_Process: svchost.exe (Handle = "7316")
Win32_Process: svchost.exe (Handle = "7584")
Win32_Process: svchost.exe (Handle = "8076")
Win32_Process: svchost.exe (Handle = "7560")
Win32_Process: svchost.exe (Handle = "9640")
Win32_Process: svchost.exe (Handle = "9680")
Win32_Process: svchost.exe (Handle = "9500")
Win32_Process: GoogleCrashHandler.exe (Handle = "7940")
Win32_Process: GoogleCrashHandler64.exe (Handle = "9944")
Win32_Process: IAStorDataMgrSvc.exe (Handle = "8880")
Win32_Process: jhi_service.exe (Handle = "9968")
Win32_Process: LMS.exe (Handle = "9808")
Win32_Process: svchost.exe (Handle = "11788")
Win32_Process: svchost.exe (Handle = "6604")
Win32_Process: extjob.exe (Handle = "5780")
Win32_Process: omtsreco.exe (Handle = "7712")
Win32_Process: oracle.exe (Handle = "8408")
Win32_Process: OraClrAgnt.exe (Handle = "9756")
Win32_Process: TNSLSNR.EXE (Handle = "11644")
Win32_Process: svchost.exe (Handle = "11224")
Win32_Process: svchost.exe (Handle = "10920")
Win32_Process: csrss.exe (Handle = "4180")
Win32_Process: winlogon.exe (Handle = "1304")
Win32_Process: fontdrvhost.exe (Handle = "12800")
Win32_Process: dwm.exe (Handle = "348")
Win32_Process: nvxdsync.exe (Handle = "4376")
Win32_Process: svchost.exe (Handle = "14764")
Win32_Process: SynTPEnh.exe (Handle = "4312")
Win32_Process: SynTPHelper.exe (Handle = "1296")
Win32_Process: sihost.exe (Handle = "12596")
Win32_Process: svchost.exe (Handle = "14604")
Win32_Process: taskhostw.exe (Handle = "14352")
Win32_Process: igfxEM.exe (Handle = "9396")
Win32_Process: igfxHK.exe (Handle = "1112")
Win32_Process: igfxTray.exe (Handle = "8824")
Win32_Process: explorer.exe (Handle = "10824")
Win32_Process: TodoBackupService.exe (Handle = "11356")
Win32_Process: RuntimeBroker.exe (Handle = "14628")
Win32_Process: SettingSyncHost.exe (Handle = "9084")
Win32_Process: MSASCuiL.exe (Handle = "5960")
Win32_Process: RTFTrack.exe (Handle = "2368")
Win32_Process: NvTmru.exe (Handle = "1392")
Win32_Process: CAudioFilterAgent64.exe (Handle = "3836")
Win32_Process: fmapp.exe (Handle = "13012")
Win32_Process: utility.exe (Handle = "6048")
Win32_Process: GoProDesktopSystemTray.exe (Handle = "3380")
Win32_Process: GyStation.exe (Handle = "12732")
Win32_Process: chrome.exe (Handle = "14832")
Win32_Process: chrome.exe (Handle = "4192")
Win32_Process: FacebookGameroom.exe (Handle = "7572")
Win32_Process: chrome.exe (Handle = "2016")
Win32_Process: TrayTipAgentE.exe (Handle = "2220")
Win32_Process: jusched.exe (Handle = "1708")
Win32_Process: chrome.exe (Handle = "12304")
Win32_Process: chrome.exe (Handle = "11220")
Win32_Process: chrome.exe (Handle = "5228")
Win32_Process: chrome.exe (Handle = "6028")
Win32_Process: chrome.exe (Handle = "5588")
Win32_Process: chrome.exe (Handle = "3688")
Win32_Process: chrome.exe (Handle = "6668")
Win32_Process: chrome.exe (Handle = "6676")
Win32_Process: chrome.exe (Handle = "11116")
Win32_Process: IAStorIcon.exe (Handle = "11152")
Win32_Process: svchost.exe (Handle = "1756")
Win32_Process: Facebook Gameroom Browser.exe (Handle = "7436")
Win32_Process: chrome.exe (Handle = "11868")
Win32_Process: svchost.exe (Handle = "7532")
Win32_Process: OfficeClickToRun.exe (Handle = "9456")
Win32_Process: AppVShNotify.exe (Handle = "14876")
Win32_Process: SearchIndexer.exe (Handle = "13064")
Win32_Process: ApplicationFrameHost.exe (Handle = "12572")
Win32_Process: dllhost.exe (Handle = "12444")
Win32_Process: chrome.exe (Handle = "5948")
Win32_Process: svchost.exe (Handle = "14660")
Win32_Process: svchost.exe (Handle = "12656")
Win32_Process: svchost.exe (Handle = "15276")
Win32_Process: SkypeHost.exe (Handle = "1660")
Win32_Process: taskhostw.exe (Handle = "5532")
Win32_Process: svchost.exe (Handle = "4612")
Win32_Process: chrome.exe (Handle = "6280")
Win32_Process: SpotifyWebHelper.exe (Handle = "12124")
Win32_Process: rundll32.exe (Handle = "608")
Win32_Process: chrome.exe (Handle = "6512")
Win32_Process: ShellExperienceHost.exe (Handle = "8220")
Win32_Process: ServiceHostAppUpdater.exe (Handle = "8700")
Win32_Process: svchost.exe (Handle = "12428")
Win32_Process: svchost.exe (Handle = "1140")
Win32_Process: ServiceHostApp.exe (Handle = "17040")
Win32_Process: ServiceHostApp.exe (Handle = "7916")
Win32_Process: ServiceStartMenuIndexer.exe (Handle = "14728")
Win32_Process: powershell_ise.exe (Handle = "6904")
Win32_Process: chrome.exe (Handle = "13940")
Win32_Process: explorer.exe (Handle = "3568")
Win32_Process: POWERPNT.EXE (Handle = "4852")
Win32_Process: SearchUI.exe (Handle = "14880")
Win32_Process: wuauclt.exe (Handle = "10424")
Win32_Process: WindowsUpdateBox.exe (Handle = "17332")
Win32_Process: SetupHost.exe (Handle = "16036")
Win32_Process: chrome.exe (Handle = "2516")
Win32_Process: SearchProtocolHost.exe (Handle = "15148")
Win32_Process: WmiPrvSE.exe (Handle = "13704")
Win32_Process: WmiPrvSE.exe (Handle = "14220")
Win32_Process: msiexec.exe (Handle = "14120")
Win32_Process: svchost.exe (Handle = "13716")
Win32_Process: backgroundTaskHost.exe (Handle = "13028")
